word|phonemes
הָלְאָה|ˈalˈa
לְמַדַּי|lemadai
הַגֶּשֶׁם|aˈgeʃem
בְּמִקְרֶה|bemikre
הַחוֹף|axof
בְּנוֹשֵׂא|benose
בְּנוֹשֵׂא|banose
הָאָמָּנוּת|aˈomanut
הָאָמָּנוּת|aˈamanot
הַעַכְבִישָׁהּ|aˈakaviʃa
שָׁבוּעוֹת|ʃavuˈot
לְבַצֵּעַ|levaˈtseˈa
לַמָּקוֹם|lemakom
לַמָּקוֹם|lamakom
בְּמַטָּרָה|bematara
מֵעֶרֶב|maˈarav
הַדָּרוֹם|adarom
הַתִּיכוֹן|atixon
מַסַּע|masa
כָּאן|kan
חֲצִי|ˈxetsi
בְּאִי|baˈi
בְּאִי|beˈi
קָבַע|ˈkeva
קָבַע|kava
חֹק|xok
הֲגַנָּה|agana
הַדָּם|adam
וּבָהֶם|uvahem
הַנּוֹשֵׂא|anose
שִׁיטוֹת|ʃitot
סוּגֵי|sugei
תְּהִלִּים|tehilim
שַׁעַל|ʃeˈal
שַׁעַל|ˈʃaˈal
הַתְּהִלָּה|atehila
הַמְשִׁיכוּ|himˈʃixu
גּוֹרֵם|gorem
תּוֹשָׁבֵי|toʃvei
הַנּוֹצְרִים|anotsrim
הַזָּהָב|azaav
בַּאֲזוֹרִים|beˈezorim
בַּאֲזוֹרִים|baˈezorim
דַּוְקָא|davka
הַפִּסּוּל|apisul
הַנְּמָלִים|anmalim
הַנְּמָלִים|anemalim
עוֹשֶׂה|ose
עוֹשֶׂה|osa
כֶּסֶף|ˈkesef
בְּאֶמְצַע|baˈemtsa
שְׁמָהּ|ˈsama
שְׁמָהּ|ˈʃama
שְׁמָהּ|ʃma
יוֹרְק|jorek
רְחוֹב|rexov
יָצַר|jatsar
הָאֶזְרָחִים|aˈezraxim
מִגְדַּל|migdal
שֶׁאֵינָם|ʃeˈeinam
הַצְּבָאִי|atsvaˈi
מַרְבִּית|marbit
הַשִּׁיר|aʃir
הַלַּיְלָה|aˈlaila
קוֹל|kol
וְרַק|verak
מֵעֵין|maˈajan
בְּמִלְחֶמֶת|bemilˈxemet
בַּמַּעֲרָב|bamaˈarav
בַּמַּעֲרָב|bemaˈarav
מַעֲרָבָה|maˈaˈrava
הַתָּכְנִית|atoxnit
תֵּה|te
הַזָּקֵן|azaken
עֶרֶב|ˈerev
עֶרֶב|arev
עַיִן|ˈajin
מִשְׂרַד|misrad
מֵאַחַר|meˈaxar
מֵאַחַר|meˈaxer
בַּתְּחִלָּה|batxila
תְּנַאי|tnai
תְּנַאי|tnaˈei
הַחַיָּלִים|axajalim
אָבִיו|aviv
הַקֶּשֶׁר|aˈkeʃer
לַמִּלְחָמָה|lemilxama
לְמִלְחָמָה|lamilxama
תָּדִיר|tadir
עָנָה|ana
קַל|kal
טוֹבָה|tova
הַיָּמִים|ajamim
לִפְעֹל|lifˈol
בְּנִיַּת|bnijat
לְשׁוֹן|laʃon
עֶשְׂרוֹת|asarot
עֶשְׂרוֹת|asrot
הַמַּעֲרָבִי|amaˈaravi
נִבְנָה|nivna
נִבְנָה|nivne
הַמִּתְקָפָה|amitkafa
הַמֶּרְכָּזִי|amerkazi
תָּגִיּוֹת|tagijot
בֶּאֱמֶת|beˈemet
לָמָּה|ˈlama
הַתּוֹבֵעַ|atoˈveˈa
הַבָּא|aba
יָכְלוּ|jaxlu
מִסּוּג|misug
נִמְצָאִים|nimtsaˈim
כַּדּוּר|kadur
הוֹרָה|hora
הוֹרָה|hore
נִסָּה|nisa
הַדָּת|adat
כִּבּוּשׁ|kibuʃ
לַשִּׁלְטוֹן|laʃilton
לַשִּׁלְטוֹן|leʃilton
גִּילָה|gila
צִיּוֹן|tsijun
צִיּוֹן|tsijon
הַיְּצוּרִים|ajetsurim
שֶׁלָּנוּ|ʃeˈlanu
וְשָׁם|veʃem
וְשָׁם|veʃam
הַסִּפּוּר|asipur
בִּמְהִירוּת|bimhirut
בַּר|bar
צְעִירִים|tseˈirim
לַצֹּרֶךְ|leˈtsorex
לְטִפּוּל|letipul
לְטִפּוּל|latipul
צֶוֶת|ˈtsevet
מַשְׁמָעוּת|maʃmaˈut
מְקוֹמוֹת|mekomot
הָעַבְדוּת|aˈavdut
חוּשִׁי|xuʃi
שֵׂעָר|ˈʃaˈar
שֵׂעָר|seˈar
הַחוֹלִים|axolim
הַטּוֹב|atov
לְכִוּוּן|lekivun
לְכִוּוּן|lakivun
מֵאֲחוֹרַי|meˈaxorei
מֵאֲחוֹרַי|meˈaxorai
תְּרוּפוֹת|trufot
מְסֻיֶּמֶת|mesuˈjemet
מַעֲמָד|maˈamad
בַּשֶּׁטַח|baˈʃetax
בַּשֶּׁטַח|beˈʃetax
זָכְתָה|zaxta
הַמֶּחְקָר|amexkar
וּלְעִתִּים|ulˈitim
הָרַכֶּבֶת|arkavat
הָרוּחַ|aˈruax
לִחְיוֹת|lixjot
סִפּוּר|sipur
אֵלֶיהָ|eˈlea
אֵלֶיהָ|alja
בְּשָׁנָה|baʃana
בְּשָׁנָה|beʃana
הִנּוֹ|hino
תּוֹצָאוֹת|totsaˈot
כֻּלָּהּ|kula
אֹרֶךְ|ˈorex
תַּבְלִינִים|tavlinim
שֶׁלָּךְ|ʃelxa
שֶׁלָּךְ|ʃelax
הַשָּׁעָה|aʃaˈa
שָׁעָה|ʃaˈa
לַעֲמֹד|laˈamod
לַעֲמֹד|leˈamud
לַעֲמֹד|laˈamud
הַצָּעִיר|atsaˈir
וְזֹאת|vezot
מֵידָע|mejda
הַצִּבּוּר|atsibur
הַמָּצוֹר|amatsor
הַפִּקּוּד|apikud
צְפוֹן|tsafon
מִגְוַן|migvan
הַמִּקְדָּשׁ|amikdaʃ
בְּיַחַס|beˈjaxas
מִשְׁמֵשׁ|meʃameʃ
צוּרוֹת|tsurot
עָמְדָה|amda
עֶמְדָּה|emda
נוֹשֵׂא|nose
חֲלָקִים|xalakim
הַתַּבְלִינִים|atavlinim
הַמָּוֶת|aˈmavet
יִתָּכֵן|jitaxen
פְּרָט|prat
הֵקִים|hekim
הַפּוֹעֲלִים|apoˈalim
הַצְּפוֹנִי|atsfoni
הַדְּרוֹמִי|adromi
יְכֹלֶת|jaxolta
הַשֵּׁד|aʃed
הַשֵּׁד|aʃad
בְּטֶרֶם|beˈterem
הָרֶגֶל|aˈregel
אֵינָן|einan
חַד|xad
פּוֹעֵל|poˈel
פּוֹעֵל|ˈpoˈal
רָמַת|ramat
נְהַר|naar
מִזְרַח|mizrax
הָעוֹלָמִי|aˈolami
הָעִבְרִי|aˈivri
תְּבוּסַת|tvusa
בְּשָׁעָה|beʃaˈa
בְּשָׁעָה|baʃaˈa
הַתְּבוּנָה|atvuna
יַעַר|ˈjaˈar
שָׁמֵן|ʃamen
שָׁמֵן|ˈʃemen
שֶׁמֶן|ʃman
פְּרָטִים|pratim
שֶׁאֵינוֹ|ʃeˈeino
הָעִקָּרִי|aˈikari
בִּמְדִינוֹת|bimdinot
בִּמְדִינוֹת|bamedinot
פִּתְאוֹם|pitˈom
שִׁיטַת|ʃitat
זָכוּ|zaxu
הַפּוֹלִיטִית|apoˈlitit
דֻּגְמָה|dugma
פֶּרֶק|ˈperek
הַמִּלִּים|amilim
אֲוִיר|avir
לְגַמְרֵי|legamrei
הַתַּאֲרִיךְ|ataˈarix
הַצֹּרֶךְ|aˈtsorex
יְצוּרִים|jetsurim
נָמוּךְ|namux
כִּכַּר|kikar
קְרוֹבוֹת|krovot
וְשֶׁל|veʃel
וַעֲדַת|vaˈadat
שֶׁנִּתָּן|ʃenitan
הַשּׁוֹנוּת|aʃonut
הַשּׁוֹנוּת|aʃonot
לוֹחֲמִים|loxamim
בְּצוּרַת|betsurat
דֵּמוֹקְרַטְיָה|demoˈkratja
נֶהְגֶּה|naaga
לָתֵת|latet
מַרְאָה|marˈe
מַרְאָה|marˈa
הַהִיסְטוֹרְיָה|ahisˈtoria
נִמְצֵאת|nimtset
פּוֹלִיטִית|poˈlitit
צְבָאִי|tsvaˈi
נִכָּר|nikar
מִשְׁתַּמְּשִׁים|miʃtamʃim
הַשָּׂפָה|asafa
בַּמִּדְבָּר|bemidbar
בַּמִּדְבָּר|bamidbar
תֵּאֵר|teˈer
כְּלוּם|klum
שְׁאֵלָה|ʃeˈela
בְּצַד|batsad
בְּצַד|betsad
שֶׁכָּל|ʃekol
חֲדָשׁוֹת|xadaʃot
לְאֻמִּי|leˈumi
מְסֻגָּלִים|mesugalim
נִסָּיוֹן|nisajon
מִשְׁנִי|miʃni
שִׁלְטוֹן|ʃilton
כְּדֻגְמַת|kedugmat
נִסּוּ|nisu
אֶזְרָחִים|ezraxim
קִבְּלוּ|kiblu
הַחוֹמָה|axoma
הַקּוֹמוּנִיסְטִית|akomuˈnistit
תֵּאוּרִים|teˈurim
הַסּוֹכְנוּת|asoxnut
הַתֵּל|atel
הַתֵּל|hitel
שֵׁנִית|ʃenit
הַקָּטָן|akatan
כָּאֵלֶּה|kaˈele
נֶפֶשׁ|ˈnefeʃ
עוֹמֵד|omed
חַיֵּי|xajai
חַיֵּי|xajei
פֶּתַח|patax
פֶּתַח|ˈpetax
הָאַחֲרוֹנָה|aˈaxrona
פְּרִי|pri
הַבִּנְיָן|abinjan
מִבְּחִינַת|mibxinat
לִגְרֹם|ligrom
יָצְרוּ|jatsru
אָנוּ|ˈanu
הָאַלְבּוֹם|aˈalbom
הַמַּחֲלָה|amaxala
תֵּאוּר|teˈur
הַקֵּבָה|akejva
הַמַּעֲרֶכֶת|amaˈaˈrexet
גְּדוֹלוֹת|gdolot
הַבִּטָּחוֹן|abitaxon
לְהָקִים|leakim
סִפְרוֹ|sifro
סִפְרוֹ|safru
סוּג|sug
לוֹחֲמֵי|loxamei
לוֹחֲמֵי|loxamai
אֶמְצְעֵי|emtsaˈi
פִּתּוּחַ|piˈtuax
אָמַרְתִּי|aˈmarti
מַלְכוּתְךָ|malxutxa
מַלְכוּתְךָ|malxutex
מַלְכוּתְךָ|hodmalcutex
הַנַּעַר|aˈnaˈar
אוֹתְךָ|otxa
אוֹתְךָ|otax
הֶעָלִים|aˈalim
הֶעָלִים|heˈelim
הָלַךְ|alax
עוֹלֶה|ole
עוֹלֶה|ola
הָאֲנָשִׁים|aˈanaʃim
מְסֻגָּל|mesugal
זְכוּת|zxut
בָּנָיו|banav
נִמְצְאוּ|nimtseˈu
לְמִסְפַּר|lemispar
לְמִסְפַּר|lamispar
שֶׁהִגִּיעוּ|ʃehiˈgiˈu
אֲתַר|atar
לְמִשְׂחָק|lemisˈxak
לְמִשְׂחָק|lamisˈxak
שֶׁבָּהֶן|ʃebahen
פָּסַק|pasak
עִקַּר|ikar
סִגְנוֹן|signon
נוֹלַד|nolad
הַלּוֹחֲמִים|aloxamim
פָּעִיל|paˈil
בְּסִפְרוֹ|bsifro
הַשִּׁלְטוֹנוֹת|aʃiltonot
הַצִּיּוֹנִית|atsijonit
מְתֹאֶרֶת|metoˈeret
כָּכָה|ˈkaxa
יָפָה|jafe
יָפָה|jafa
תִּהְיֶה|tihije
הִצִּיעַ|hetˈsiˈa
בְּנוֹגֵעַ|benoˈgeˈa
לְסַיֵּעַ|lesaˈjeˈa
עָבְרוּ|avru
נוֹתְרוּ|notru
עֶצֶם|ˈetsem
הַמֶּרְכָּז|amerkaz
הַתַּחֲנָה|ataxana
בִּבְחִירוֹת|bebxirot
בִּבְחִירוֹת|babxirot
כָּלְלָה|kalela
הָפְכוּ|afxu
לְשִׁמּוּשׁ|laʃimuʃ
לְשִׁמּוּשׁ|leʃimuʃ
כְּלָלִי|klali
הַגֵּטוֹ|aˈgeto
דַּיָּן|dajan
הַחוֹלִירָע|axoˈlera
קְצָת|ktsat
לְדַבֵּר|diber
בְּעֶצֶם|beˈetsem
בְּעֶצֶם|baˈetsem
רוֹאֶה|roˈe
קָרוֹב|karov
מְתֹאָר|metoˈar
מֶזֶג|ˈmezeg
מֶזֶג|mazag
גֵּדֶל|gadal
אֲדָמָה|adama
וְעִם|veˈim
וְעִם|veˈam
מֶלֶךְ|ˈmelex
הַצֶּוֶת|aˈtsevet
מִבְּנֵי|mivni
מִבְּנֵי|mivnei
יַהֲדוּת|jaadut
בְּחֵלֶק|beˈxelek
בְּחֵלֶק|baˈxelek
בְּרָמַת|beramat
בְּסָמוּךְ|besamux
הַצִּי|atsi
הַנָּשִׂיא|anasi
הָעִקָּרִית|aikarit
בַּמִּזְרָח|bamizrax
מַעֲרָכוֹת|maˈaraxot
הַמּוֹדֶרְנִית|amoˈdernit
כּוֹלֶלֶת|koˈlelet
לְגִלּוּי|legiˈlui
לְגִלּוּי|lagiˈlui
הַגְּדוּדִים|agdudim
לִבִּי|libi
הַיּוֹתֵר|ajoter
וְאַחַר|veˈaxer
הַצְּעִירִים|atseˈirim
הָאַחִים|aˈaxim
אֲלֵיהֶם|eleihem
לְאַרְצוֹת|leˈaratsot
לְאַרְצוֹת|laˈaratsot
זְאֵב|zeˈev
לְשֶׁמֶשׁ|leʃameʃ
לַשֶּׁמֶשׁ|laˈʃemeʃ
חֹדֶשׁ|ˈxodeʃ
חֹדֶשׁ|xudaʃ
הַמָּזוֹן|amazon
הַמֶּרְכָּזִית|amerkazit
בְּגִיל|begil
בְּגִיל|bagil
נוֹצַר|notsar
הָהָר|aar
וּבִמְיֻחָד|uvimjuxad
הַמִּזְרָחִי|amizraxi
בַּסֵּפֶר|beˈsefer
בַּסֵּפֶר|baˈsefer
בַּסֵּפֶר|basfar
בַּשָּׂפָה|basafa
בַּשָּׂפָה|besafa
בַּמִּצְעָד|bemitsˈad
בַּמִּצְעָד|bamitsˈad
מְתָאֶרֶת|metaˈeret
תַּחֲרוּיוֹת|taxarujot
עֵינִי|einei
עֵינִי|einai
חוֹשֵׁב|xoʃev
בְּרֶגַע|beˈrega
בָּאָה|ˈbaˈa
בָּאָה|baˈa
לֶאֱכֹל|leˈexol
הַחֹרֶף|aˈxoref
מְתָאֵר|metaˈer
מַסְפִּיק|maspik
סִיּוּם|sijum
אַבָּא|ˈaba
מִצָּפוֹן|mitsafon
שִׁנּוּיִים|ʃinuim
זָרִים|zarim
הַלְּבָנָה|alevana
הַלְּאֻמִּי|aleˈumi
דְּמוּיוֹת|dmujot
בִּטּוּי|biˈtui
סִדְרַת|sidrat
ווּ|vav
טַנְקִים|ˈtankim
הַבִּירָה|abira
הַבִּירָה|aˈbira
מוֹעֶצֶת|moˈetset
שְׁעָרִים|ʃeˈarim
הָעֶלְיוֹנָה|aˈeljona
הַפְּעִילוּת|apeˈilut
הַפְּעִילוּת|apeˈilot
אֵלּוּ|ˈelu
אֵלּוּ|ˈilu
הָאִישׁ|aˈiʃ
אִשְׁתּוֹ|iʃto
דְּבָרִים|dvarim
בְּמֶרְחַק|bemerxak
גְּרָם|garam
גְּרָם|ˈgerem
גְּרָם|gram
הַפָּנִים|apanim
הַפָּנִים|apnim
הַפָּנִים|hifnim
הַבָּאִים|abaˈim
לְתֵאוּר|leteˈur
לְתֵאוּר|lateˈur
לְשַׁנּוֹת|leʃanot
אָב|av
כָּלְשֶׁהוּ|ˈkolʃehu
כָּבֵד|kaved
הַמּוֹרְדִים|amordim
הִתְנַגְּדוּת|hitnagdut
בְּשִׁמּוּשׁ|beʃimuʃ
בְּשִׁמּוּשׁ|baʃimuʃ
הֶחָזֶה|axaze
תָּאִים|taˈim
אָמְרוּ|amru
קְטַנּוֹת|ktanot
תַּת|tat
לְתָאֵר|letaˈer
מֵרֹאשׁ|meroʃ
לָאִי|laˈi
לָאִי|leˈi
שִׁיר|ʃir
הַמִּינִים|aminim
בְּרֵאשִׁית|bereʃit
נְפִילַת|nefilat
כַּהֲגִיַּת|keagijat
כְּאִלּוּ|keˈilu
כַּמְּתֹאָר|kamtoˈar
לָבוֹא|lavo
לְהִלָּחֵם|lehilaxem
פָּשׁוּט|paʃut
מוֹצָא|motse
אֱמֶת|emet
לֶחֶם|ˈlexem
לֶחֶם|laxam
שִׁירָה|ʃira
קַוֵּי|kavei
בַּחֲזִית|baxazit
נִבְנוּ|nivnu
לְאֵזוֹר|laˈezor
לְאֵזוֹר|leˈezor
עֻבְדָּה|uvda
מֶחְקַר|mexkar
אָמָּנוּת|omanut
אָמָּנוּת|amanot
אֵלִים|elim
הוּקַם|hukam
אֵפוֹא|efo
לְאַט|leˈat
רֶגַע|rega
שִׂיחַ|ˈsiˈax
מַהֵר|maher
לַעֲבֹר|laˈavor
עוֹלִים|olim
הַנִּצָּחוֹן|anitsaxon
חֹמֶר|ˈxomer
הַמַּאֲבָק|amaˈavak
מִשְׁפַּחַת|miʃˈpaxat
גֹּרֶן|ˈgoren
הַתֵּאוּר|ateˈur
הַבֵּיצִים|abejtsim
אֹפֶן|ˈofen
אֹפֶן|ofan
עֲשֵׂה|asa
עָלוּ|alu
הַתֹּאַר|aˈtoˈar
הַמִּשְׁטָרָה|amiʃtara
הַכָּחֹל|akaxol
רֶגֶל|ˈregel
מַעֲלָה|ˈmaˈala
מַעֲלָה|maˈala
מַעֲלָה|maˈale
מַגִּיעַ|meˈgiˈa
מָצוּי|matsui
הַבִּלְתִּי|abilti
טִבְעִי|tivˈi
רֶשֶׁת|ˈreʃet
לְגָלוּת|legalot
אֹפִי|ˈofi
לְהִתְמוֹדֵד|lehitmoded
חֶלְקֵי|xelki
הִיסְטוֹרִי|hisˈtori
נַהֲגוֹ|naagu
גִּלּוּי|gilui
הַכְּנֵסִיָּה|aknesija
סְרָטִים|sratim
שִׁירִים|ʃirim
הַיְּצִירָה|ajetsira
מוּזֵאוֹן|muzeˈon
חַמְצָנִי|xamtsani
מִמֶּנִּי|miˈmeni
תַּפּוּחַ|taˈpuˈax
תַּפּוּחַ|taˈfuˈax
שֶׁאַתְּ|ʃeˈet
שֶׁאַתְּ|ʃeˈat
בְּתוֹר|bator
בְּתוֹר|betor
חָזָק|xazak
יָחִיד|jaxid
בְּמִקְרִים|bemikrim
לְאַפְשֵׁר|leˈafʃer
מָגֵן|magen
יְצִירָתוֹ|jetsirato
עִיר|ir
סִימַן|siman
מְדִינִיּוּת|medinijut
תֹּאַר|ˈtoˈar
תֹּאַר|toˈar
רִמּוֹן|rimon
פִּסּוּל|pisul
הַמְּתָאֶרֶת|ametaˈeret
בִּי|bi
רַע|ra
הוֹדִיעַ|hoˈdiˈa
הָעֵת|aˈet
הָלְכָה|alxa
הָלְכָה|alaxa
עָלְתָה|alta
זָכָר|ˈzexer
זָכָר|zaxar
קוֹלוֹת|kolot
אֲרֻכָּה|aruka
הָאַחֲרוֹנִים|aˈaxronim
לְטוֹבַת|letovat
הַזּוֹ|azo
הַזּוֹ|azu
הַמְּתָאֲרִים|ametaˈarim
הַגְּדוֹלוֹת|agdolot
אֶפְשָׁרוּת|efʃarut
חָבֵר|xaver
גַּן|gan
גַּן|gen
קִילוֹמֶטְרִים|kiloˈmetrim
הוֹבִיל|hovil
בְּעַצְמוֹ|beˈatsmo
בִּדְבַר|badavar
בִּדְבַר|bedavar
בִּדְבַר|bidvar
הַמְּתָאֵר|ametaˈer
שֵׁשׁ|ʃeʃ
שֵׁשׁ|sas
נְשִׂיא|nasi
תַּרְבּוּת|tarbut
רַבִּי|ˈrabi
עָשׂוּי|aˈsui
הַמַּעֲרָכָה|amaˈaraxa
הַגְּבוּל|agvul
לְהָגֵן|leagen
מֻנָּה|mone
מֻנָּה|mona
מֻנָּה|muna
הַיָּדוּעַ|ajaˈduˈa
לְהַלָּן|lealan
לַיְּהוּדִים|lajehudim
בְּדִיקוֹת|bdikot
הַפַּארְק|apark
יָשַׁב|jaʃav
בְּתֵאוּר|beteˈur
בְּתֵאוּר|bateˈur
וְזֶה|veze
רָצָה|ratsa
רָצָה|ˈratsa
כָּבוֹד|kavod
לוֹמַר|lomar
אֵינֶנּוּ|eiˈneno
לַעֲלוֹת|laˈalot
בִּקֵּשׁ|bikeʃ
מְלֵאָה|meleˈa
מִשְׁנֶה|meʃane
רֵאשִׁית|reʃit
לַהֲפֹךְ|laafox
תְּחִלָּה|txila
סֵדֶר|ˈseder
בְּבָתֵּי|bevatei
מִטַּעַם|miˈtaˈam
הֱיוֹת|hejot
הַכּוֹלֵל|akolel
הַשִּׁרְיוֹן|aʃirjon
הָרֶפּוּבְּלִיקָה|areˈpublika
מִבְצַע|mivtsa
וּמַתָּן|umatan
בְּמַיִם|beˈmajim
בְּמַיִם|baˈmajim
נֶעֱרַךְ|neˈerax
הַפִּירָמִידָה|apiraˈmida
שְׂדֵרוֹת|sderot
עָנְתָה|anta
הַחוּצָה|aˈxutsa
אוֹמֵר|omer
הַקַּיִץ|aˈkajits
עֲצֵי|atsei
אַחְדוּת|axdut
אַחְדוּת|axadot
וְאֵין|veˈein
וְאִם|veˈim
וְאִם|veˈem
לְשֶׁעָבַר|leʃeˈavar
יְשָׁנָה|jeʃna
וְהָיוּ|veaju
כְּשֶׁהוּא|keʃehu
כַּף|kaf
וְיֵשׁ|vejeʃ
פָּנָה|pana
חַסְרֵי|xasrei
רִשְׁמִי|riʃmi
לַהֲקָמַת|leakamat
פָּעַל|paˈal
בְּתַהֲלִיךְ|betaalix
בְּתַהֲלִיךְ|bataalix
רֻבָּם|rubam
הִוּוּ|hivu
סַמָּל|ˈsemel
סֵמֶל|samal
קַיָּמוֹת|kajamot
הַפֶּרֶק|aˈperek
בַּתֹּאַר|beˈtoˈar
בַּתֹּאַר|baˈtoˈar
אוּרַנְיוּם|oˈranium
לָלֶכֶת|laˈlexet
הָעֲנָפִים|aˈanafim
חוּץ|xuts
דַּעַת|ˈdaˈat
נִשְׁאַר|niʃˈar
הַבָּתִּים|abatim
מַעֲשֶׂה|maˈase
לַחֲזֹר|laxzor
שָׁב|ʃav
שָׁב|ʃev
שֵׁב|sav
לְהַשִּׂיג|leasig
אָרֹךְ|arox
הָרַעֲיוֹן|araˈajon
הַגִּדּוּל|agidul
בְּיָם|bajam
בְּיַם|bejam
בַּרְזֶל|barzel
נוֹתַר|notar
שֶׁפֹּה|safa
הַהַתְקָפָה|aatkafa
הַכִּבּוּשׁ|akibuʃ
חֶלְקָם|xelkam
לִיצִירַת|lijtsirat
שִׁיטָה|ʃita
דְּמוּתוֹ|dmuto
בְּקוֹל|bekol
הֵשִׁיב|heʃiv
הָעִנְיָן|aˈinjan
הָרְחוֹב|arexov
עָמֹק|amok
הַדְּבָרִים|advarim
בַּיָּמִים|bejamim
הַחֲדָשִׁים|axadaʃim
מִלָּה|mila
מַחֲנֵה|maxane
אַדְמַת|aˈdemet
אַדְמַת|admat
הַמִּסְפָּר|amispar
הַמִּסְפָּר|amesaper
שֶׁגַּם|ʃegam
הַשִּׂיחַ|aˈsiˈax
הַשִּׂיחַ|heˈsiˈax
הַטִּפּוּל|atipul
בֵּגִין|begin
לַחֵלֶק|lexalek
לַחֵלֶק|leˈxelek
הַחֲשׁוּבִים|axaʃuvim
לְחִימָה|lexima
לְהַעֲבִיר|leaˈavir
הַמִּטְבָּח|amitbax
הֻחְלַט|huxlat
הַחַי|axai
הַכְּלָלִי|aklali
נִקְרָא|nikra
לִכְבֹּשׁ|lixboʃ
הָאוֹיֵב|aˈojev
הַצְּלָב|atslav
מַשְׁמָעוּתִי|maʃmaˈuti
הִתְפַּתְּחוּת|hitpatxut
הָאֲצֻלָּה|aˈatsula
בַּתַּרְבּוּת|betarbut
בְּתַרְבּוּת|batarbut
מְקֻבָּל|mekubal
אֵלֶקְטְרוֹנִים|elekˈtronim
לְמַטָּה|leˈmata
לְמַטָּה|lamate
לְמַטָּה|lamita
וְאָמַר|veˈamar
לָהֶן|lahen
הַיַּבָּשָׁה|ajabaʃa
בַּלַּיְלָה|baˈlaila
סִפֵּר|siper
לְעֵבֶר|laˈavar
צוּרָה|tsura
הַגּוֹרְמִים|agormim
לְהַמְשִׁיךְ|leamʃix
שָׂדֶה|sade
הָרַגְלִים|hergelim
הָרַגְלַיִם|aregalim
הֶסְכֵּם|heskem
בְּעִנְיַן|beˈinjan
בְּעִנְיַן|baˈinjan
טָעֲנוּ|taˈanu
לִקְרֹא|likro
מַעֲלוֹת|maˈalot
מֶרֶד|ˈmered
מֶרֶד|marad
לְחַץ|ˈlaxats
לְחַץ|laxats
רִשְׁמִית|riʃmit
הַצְּבָאִית|atsvaˈit
מַנְהִיגֵי|manhigei
הוּקְמָה|hukma
תֹּם|tom
לַכְּנֶסֶת|laˈkneset
הַנְּגִיף|anagif
שֶׁיִּהְיֶה|ʃejihje
בָּאוּ|ˈbaˈu
לְעַצְמוֹ|leˈatsmo
בִּרְחוֹבוֹת|barexovot
בִּרְחוֹבוֹת|berexovot
צַעַד|ˈtsaˈad
אִשָּׁה|iʃa
נַשָּׂא|nasa
דַּקּוֹת|dakot
פְּרָס|pras
חֹם|xom
חוּם|xum
בַּלִּיגָה|beˈliga
בַּלִּיגָה|baˈliga
הִצְלִיחָה|hetsˈlixa
דַּרְכּוֹ|darko
סִפְרִי|sifri
סִפְרֵי|sfarai
הַמָּקוֹר|amakor
הִשְׁתַּמְּשׁוּ|hiʃtamʃu
הַגְּבוֹהָה|agaˈvoa
הַמִּלָּה|amila
הַבָּאוֹת|abaˈot
הַבָּסִיס|abasis
הַפְּלִישָׁה|apliʃa
הַתַּרְבּוּת|atarbut
שָׁלָב|ʃalav
הַיַּחַס|aˈjaxas
הַמִּפְעָל|amifˈal
עִבְרִית|ivrit
יְרִיָּה|jerija
בֵּיצִים|bejtsim
צְרִיכָה|tsrixa
בְּיַחַד|beˈjaxad
צָעִיר|tsaˈir
בַּחַיִּים|baxajim
עֲנַף|anaf
הִצְטָרֵף|hitstaref
מֵאִיר|meˈir
לְפִיכָךְ|lefixax
סְפָרִים|sfarim
נוֹסְעִים|nosˈim
תַּחֲרוּת|taxarut
סְפִינוֹת|sfinot
שִׁתּוּף|ʃituf
רָחָב|raxav
לִשְׁנַת|liʃnat
אֵרוּעַ|eˈruˈa
הוּקְמוּ|hukmu
עוֹלֵי|olei
הַוַּעַד|aˈvaˈad
הַמֵּתִים|ametim
רוֹאִים|roˈim
